date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:46:04	56/56	---M-Z	200	added ('OK')	text/css	etag:%2238-62ffda14f8305%22	https://www.dhs.gov/core/modules/ckeditor5/css/ckeditor5.dialog.fix.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/core/modules/ckeditor5/css/ckeditor5.dialog.fix19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:04	17729/17729	---M-Z	200	added ('OK')	text/css	etag:%224541-62fc1e3f3f731%22	https://www.dhs.gov/core/assets/vendor/jquery.ui/themes/base/theme.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/core/assets/vendor/jquery.ui/themes/base/theme19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:04	19002/19002	---M-Z	200	added ('OK')	text/css	etag:%224a3a-61f5db3ce9be6%22	https://www.dhs.gov/modules/contrib/ableplayer/css/ableplayer.min.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/modules/contrib/ableplayer/css/ableplayer.min19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:04	3203/3203	---M-Z	200	added ('OK')	text/css	etag:%22c83-61ff7da4dbc59%22	https://www.dhs.gov/modules/contrib/ckeditor_accordion/css/accordion.frontend.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/modules/contrib/ckeditor_accordion/css/accordion.frontend19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:05	544/544	---M-Z	200	added ('OK')	text/css	etag:%22220-61f5db3e50a17%22	https://www.dhs.gov/modules/contrib/extlink/extlink.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/modules/contrib/extlink/extlink19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:05	1470/1470	------	200	untouched ('OK')	text/css	etag:%225be-62ffda14c4acc%22	https://www.dhs.gov/core/assets/vendor/jquery.ui/themes/base/controlgroup.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/core/assets/vendor/jquery.ui/themes/base/controlgroup19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:05	156/156	---M-Z	200	added ('OK')	text/css	etag:%229c-61f5db41cb02f%22	https://www.dhs.gov/modules/contrib/wcm_node_feedback/css/wcm_node_feedback.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/modules/contrib/wcm_node_feedback/css/wcm_node_feedback19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:05	2973/2973	---M-Z	200	added ('OK')	text/css	etag:%22b9d-61ff7da641707%22	https://www.dhs.gov/modules/custom/wcm_survey/css/wcm_survey.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/modules/custom/wcm_survey/css/wcm_survey19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:05	7708/7708	---M-Z	200	added ('OK')	text/css	etag:%221e1c-61f5db4566988%22	https://www.dhs.gov/themes/contrib/stable/css/core/assets/vendor/normalize-css/normalize.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/core/assets/vendor/normalize-css/normalize19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:06	254/254	---M-Z	200	added ('OK')	text/css	etag:%22fe-620000713c2c0%22	https://www.dhs.gov/themes/contrib/stable/css/core/normalize-fixes.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/core/normalize-fixes19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:06	792/792	------	200	untouched ('OK')	text/css	etag:%22318-62fc1e3f3f731%22	https://www.dhs.gov/core/assets/vendor/jquery.ui/themes/base/checkboxradio.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/core/assets/vendor/jquery.ui/themes/base/checkboxradio19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:06	1905/1905	---M-Z	200	added ('OK')	text/css	etag:%22771-61ff7da6fbb82%22	https://www.dhs.gov/themes/contrib/classy/css/components/messages.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/classy/css/components/messages19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:06	1954/1954	---M-Z	200	added ('OK')	text/css	etag:%227a2-61f5db454b020%22	https://www.dhs.gov/themes/contrib/classy/css/components/progress.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/classy/css/components/progress19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:06	1564/1564	---M-Z	200	added ('OK')	text/css	etag:%2261c-61ff7da6fb79a%22	https://www.dhs.gov/themes/contrib/classy/css/components/dialog.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/classy/css/components/dialog19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:06	538377/538377	---M-Z	200	added ('OK')	text/css	etag:%2283709-61f5db458bf30%22	https://www.dhs.gov/themes/custom/dhs_uswds/assets/uswds/css/styles.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/custom/dhs_uswds/assets/uswds/css/styles19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	117107/117107	---M-Z	200	added ('OK')	text/css	etag:%221c973-62fc3019bfc85%22	https://www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/assets/css/styles.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/assets/css/styles19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	1175/1175	------	200	untouched ('OK')	text/css	etag:%22497-63013db2a6eb7%22	https://www.dhs.gov/core/assets/vendor/jquery.ui/themes/base/resizable.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/core/assets/vendor/jquery.ui/themes/base/resizable19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	1407/1407	------	200	untouched ('OK')	text/css	etag:%2257f-630111d4e62be%22	https://www.dhs.gov/core/assets/vendor/jquery.ui/themes/base/button.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/core/assets/vendor/jquery.ui/themes/base/button19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	1756/1756	------	200	untouched ('OK')	text/css	etag:%226dc-62ffda14c4acc%22	https://www.dhs.gov/core/assets/vendor/jquery.ui/themes/base/dialog.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/core/assets/vendor/jquery.ui/themes/base/dialog19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	826/826	------	200	untouched ('OK')	text/css	etag:%2233a-63013db4f5fc0%22	https://www.dhs.gov/themes/contrib/stable/css/core/components/progress.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/core/components/progress.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	1035/1035	------	200	untouched ('OK')	text/css	etag:%2240b-62ffda174d9ae%22	https://www.dhs.gov/themes/contrib/stable/css/core/components/ajax-progress.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/core/components/ajax-progress.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	484/484	------	200	untouched ('OK')	text/css	etag:%221e4-61ff721c5ea36%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/align.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/align.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	95/95	------	200	untouched ('OK')	text/css	etag:%225f-61f5db4567928%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/fieldgroup.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/fieldgroup.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	222/222	------	200	untouched ('OK')	text/css	etag:%22de-61ff7da70349a%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/container-inline.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/container-inline.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	306/306	------	200	untouched ('OK')	text/css	etag:%22132-61ffa63ec007c%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/clearfix.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/clearfix.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	104/104	------	200	untouched ('OK')	text/css	etag:%2268-61f5db4567928%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/details.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/details.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	1359/1359	------	200	untouched ('OK')	text/css	etag:%2254f-61f5db4567d10%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/hidden.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/hidden.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	285/285	------	200	untouched ('OK')	text/css	etag:%2211d-61f5db4567d10%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/item-list.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/item-list.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	402/402	------	200	untouched ('OK')	text/css	etag:%22192-61f5db4567d10%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/js.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/js.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	96/96	------	200	untouched ('OK')	text/css	etag:%2260-61f5db4567d10%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/nowrap.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/nowrap.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	95/95	------	200	untouched ('OK')	text/css	etag:%225f-61f5db4567d10%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/position-container.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/position-container.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	274/274	------	200	untouched ('OK')	text/css	etag:%22112-61ff62b8b3ec9%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/reset-appearance.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/reset-appearance.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	270/270	------	200	untouched ('OK')	text/css	etag:%2210e-61ff7da70349a%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/resize.module.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/resize.module19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	742/742	------	200	untouched ('OK')	text/css	etag:%222e6-61ff7da70349a%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/system-status-counter.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/system-status-counter19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	557/557	------	200	untouched ('OK')	text/css	etag:%2222d-61f5db4567d10%22	https://www.dhs.gov/themes/contrib/stable/css/system/components/system-status-report-counters.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/stable/css/system/components/system-status-report-counters19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	2290/2290	---M-Z	200	added ('OK')	text/css	etag:%228f2-61ffa63e7840b%22	https://www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/assets/css/print.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/assets/css/print19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	1888/1888	---M-Z	200	added ('OK')	text/css	etag:%22760-61fff7171571e%22	https://www.dhs.gov/libraries/slick-carousel/slick/slick.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/libraries/slick-carousel/slick/slick19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	3145/3145	---M-Z	200	added ('OK')	text/css	etag:%22c49-61ff721455042%22	https://www.dhs.gov/libraries/slick-carousel/slick/slick-theme.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/libraries/slick-carousel/slick/slick-theme19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:07	3798/3798	---M-Z	200	added ('OK')	text/css	etag:%22ed6-61f5db457c918%22	https://www.dhs.gov/themes/contrib/uswds/css/style.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/uswds/css/style19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:08	11094/11094	---M-Z	200	added ('OK')	text/css	etag:%222b56-61ff721c4fbed%22	https://www.dhs.gov/themes/contrib/seven/css/components/dropbutton.component.css?st2xsw	D:/websites/dhs.gov/www.dhs.gov/themes/contrib/seven/css/components/dropbutton.component19bc.css	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:08	29110/29110	---MCZ	200	added ('OK')	application/javascript	etag:W/%229bf04bc1c456a3638a30e0b87ed41999%22	https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js?agency=DHS&yt=true	D:/websites/dhs.gov/dap.digitalgov.gov/Universal-Federated-Analytics-Min6020.js	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:08	70858/70858	------	404	error ('Not%20Found')	text/html	etag:%221741908826%22	https://www.dhs.gov/publication/ak.m	D:/websites/dhs.gov/www.dhs.gov/publication/ak.32.delayed	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:08	70858/70858	------	404	error ('Not%20Found')	text/html	etag:%221741908828%22	https://www.dhs.gov/publication/ak.t	D:/websites/dhs.gov/www.dhs.gov/publication/ak.33.delayed	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:08	176/176	---M--	200	added ('OK')	image/png	etag:%22b0-61ff62b89f2c1%22	https://www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/assets/img/us_flag_small.png	D:/websites/dhs.gov/www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/assets/img/us_flag_small.png	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:09	800/800	---M-Z	200	added ('OK')	image/svg+xml	etag:%22320-6201e73bb8eb8%22	https://www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/assets/img/icon-dot-gov.svg	D:/websites/dhs.gov/www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/assets/img/icon-dot-gov.svg	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:09	720/720	---M-Z	200	added ('OK')	image/svg+xml	etag:%222d0-6201e73bb8eb8%22	https://www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/assets/img/icon-https.svg	D:/websites/dhs.gov/www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/assets/img/icon-https.svg	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:09	40786/40786	---M-Z	200	added ('OK')	image/svg+xml	etag:%229f52-6201f2f94986b%22	https://www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/logo-wordmark-blue.svg	D:/websites/dhs.gov/www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/logo-wordmark-blue.svg	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:10	9478/9478	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2013%20Mar%202025%2023:46:09%20GMT	https://cse.google.com/cse.js?cx=a8e90417aed6e7a75	D:/websites/dhs.gov/cse.google.com/feaba.txt	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:10	1340/1340	---M-Z	200	added ('OK')	image/svg+xml	etag:%2253c-6201d9e0f0b2a%22	https://www.dhs.gov/themes/custom/dhs_uswds/assets/uswds/img/usa-icons/close-white.svg	D:/websites/dhs.gov/www.dhs.gov/themes/custom/dhs_uswds/assets/uswds/img/usa-icons/close-white.svg	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:10	387/387	---M-Z	200	added ('OK')	image/svg+xml	etag:%22183-6201e73bd4438%22	https://www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/assets/img/usa-icons-bg/search--white.svg	D:/websites/dhs.gov/www.dhs.gov/profiles/dhsd8_gov/themes/custom/dhs_uswds_subtheme/assets/img/usa-icons-bg/search--white.svg	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:10	1251441/1251441	---M--	200	added ('OK')	application/pdf	etag:%22131871-62f72b0afe2b0%22	https://www.dhs.gov/sites/default/files/2025-03/23_1115_dhs_updated-language-access-plan_508.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/2025-03/23_1115_dhs_updated-language-access-plan_508.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:11	439486/439486	---M--	200	added ('OK')	application/pdf	etag:%226b4be-51d0aa45d2700%22	https://www.dhs.gov/sites/default/files/publications/crcl-dhs-language-access-plan.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/publications/crcl-dhs-language-access-plan.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:11	2396089/2396089	---M--	200	added ('OK')	application/pdf	etag:%22248fb9-51d0ae4058a00%22	https://www.dhs.gov/sites/default/files/publications/crcl-language-access-plan-s1-message-english.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/publications/crcl-language-access-plan-s1-message-english.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:11	143868/143868	---M--	200	added ('OK')	application/pdf	etag:%22231fc-5a14a9d951019%22	https://www.dhs.gov/sites/default/files/publications/officer-memo-component-heads-updating-lep-plans-2018.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/publications/officer-memo-component-heads-updating-lep-plans-2018.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:11	357159/357159	---M--	200	added ('OK')	application/pdf	etag:%2257327-627d65f1ab3b0%22	https://www.dhs.gov/sites/default/files/2024-11/24_1126_blue-campaign-language-access-plan.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/2024-11/24_1126_blue-campaign-language-access-plan.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:11	514984/514984	---M--	200	added ('OK')	application/pdf	etag:%227dba8-627d65f1ce630%22	https://www.dhs.gov/sites/default/files/2024-11/24_1126_cp3-language-access-plan.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/2024-11/24_1126_cp3-language-access-plan.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:12	558693/558693	---M--	200	added ('OK')	application/pdf	etag:%2288665-5bc9162c65c40%22	https://www.dhs.gov/sites/default/files/publications/crcl-language-access-plan-updated-2020.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/publications/crcl-language-access-plan-updated-2020.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:12	1399600/1399600	---M--	200	added ('OK')	application/pdf	etag:%22155b30-627d65f1c1728%22	https://www.dhs.gov/sites/default/files/2024-11/24_1126_cisa-language-access-plan.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/2024-11/24_1126_cisa-language-access-plan.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:12	744248/744248	---M--	200	added ('OK')	application/pdf	etag:%22b5b38-627d65f1dc8c0%22	https://www.dhs.gov/sites/default/files/2024-11/24_1126_fps-language-access-plan.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/2024-11/24_1126_fps-language-access-plan.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:12	446928/446928	---M--	200	added ('OK')	application/pdf	etag:%226d1d0-62bd8da6f8968%22	https://www.dhs.gov/sites/default/files/2025-01/25_0114_fema-language-access-plan.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/2025-01/25_0114_fema-language-access-plan.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:13	387889/387889	---M--	200	added ('OK')	application/pdf	etag:%225eb31-627d65f227028%22	https://www.dhs.gov/sites/default/files/2024-11/24_1126_oido-language-access-plan.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/2024-11/24_1126_oido-language-access-plan.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:13	261746/261746	---M--	200	added ('OK')	application/pdf	etag:%223fe72-627d65f232f90%22	https://www.dhs.gov/sites/default/files/2024-11/24_1126_opa-language-access-plan.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/2024-11/24_1126_opa-language-access-plan.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:13	239274/239274	---M--	200	added ('OK')	application/pdf	etag:%223a6aa-627d65f23e728%22	https://www.dhs.gov/sites/default/files/2024-11/24_1126_tsa-language-access-plan.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/2024-11/24_1126_tsa-language-access-plan.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:14	449163/449163	---M--	200	added ('OK')	application/pdf	etag:%226da8b-628ed9dd10790%22	https://www.dhs.gov/sites/default/files/2024-12/24_1210_uscg-language-access-plan.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/2024-12/24_1210_uscg-language-access-plan.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:14	944474/944474	---M--	200	added ('OK')	application/pdf	etag:%22e695a-5ae4273856bae%22	https://www.dhs.gov/sites/default/files/publications/usss_lap_update_january-13-2020.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/publications/usss_lap_update_january-13-2020.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:14	491898/491898	---M--	200	added ('OK')	application/pdf	etag:%227817a-5a136a6e39c27%22	https://www.dhs.gov/sites/default/files/publications/cbp-updated-language-access-plan-2020.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/publications/cbp-updated-language-access-plan-2020.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:14	538729/538729	---M--	200	added ('OK')	application/pdf	etag:%2283869-5ac4ecb141dcf%22	https://www.dhs.gov/sites/default/files/publications/ls-2020-011253-chi-30july2020_-_508_compliant.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/publications/ls-2020-011253-chi-30july2020_-_508_compliant.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:15	531211/531211	---M--	200	added ('OK')	application/pdf	etag:%2281b0b-5ac4edccf17d5%22	https://www.dhs.gov/sites/default/files/publications/ls-2020-011253-fre-final_-_508_compliant.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/publications/ls-2020-011253-fre-final_-_508_compliant.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:15	452931/452931	---M--	200	added ('OK')	application/pdf	etag:%226e943-5ac4ee067a83f%22	https://www.dhs.gov/sites/default/files/publications/ls-2020-011253-ger-final_-_508_compliant.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/publications/ls-2020-011253-ger-final_-_508_compliant.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
16:46:15	641449/641449	---M--	200	added ('OK')	application/pdf	etag:%229c9a9-5ac4ee2c03165%22	https://www.dhs.gov/sites/default/files/publications/ls-2020-011253-hin-final_-_508_compliant.pdf	D:/websites/dhs.gov/www.dhs.gov/sites/default/files/publications/ls-2020-011253-hin-final_-_508_compliant.pdf	(from https://www.dhs.gov/publication/dhs-language-access-plans)
